10-1-9,85
10-1-10,81
10-1-11,71
10-1-12,48
10-1-13,48
10-1-14,43
10-1-15,34
10-1-16,30
10-1-17,74
10-1-18,71
10-1-19,65
10-1-20,71
10-1-21,40
10-1-22,30
10-1-23,31
10-1-24,58
10-1-25,50
10-1-26,26
10-1-27,45
10-1-28,84
10-1-29,82
10-1-30,72
10-1-31,64
10-1-32,51
10-1-33,41
10-1-34,38
10-1-35,34
10-1-36,31
10-1-37,25
10-1-38,19
11-3-1,96
11-3-2,74
11-3-3,71
11-3-4,55
11-3-5,59
11-3-6,43
11-3-7,28
11-3-8,94
11-3-9,83
11-3-10,75
11-3-11,63
11-3-12,49
11-3-13,39
11-3-14,37
11-3-15,32
11-3-16,27
11-3-17,75
11-3-18,71
11-3-19,80
11-3-20,68
11-3-21,40
11-3-22,69
11-3-23,47
11-3-24,38
11-3-25,41
11-3-26,31
11-3-27,41
11-3-28,89
11-3-29,82
11-3-30,72
11-3-31,74
11-3-32,57
11-3-33,42
11-3-34,36
11-3-35,31
11-3-36,29
11-3-37,29
11-3-38,17
12-3-1,87
12-3-2,81
12-3-3,84
12-3-4,63
12-3-5,62
12-3-6,66
12-3-7,48
12-3-8,79
12-3-9,82
12-3-10,62
12-3-11,55
12-3-12,54
12-3-13,48
12-3-14,41
12-3-15,43
12-3-16,50
12-3-17,46
12-3-18,54
12-3-19,40
12-3-20,68
12-3-21,51
12-3-22,51
12-3-23,27
12-3-24,56
12-3-25,40
12-3-26,78
12-3-27,28
12-3-28,89
12-3-29,85
12-3-30,83
12-3-31,79
12-3-32,79
12-3-33,55
12-3-34,46
12-3-35,51
12-3-36,35
12-3-37,27
12-3-38,28
13-1-1,97
13-1-2,62
13-1-3,63
13-1-4,60
13-1-5,47
13-1-6,47
13-1-7,45
13-1-8,95
13-1-9,85
13-1-10,76
13-1-11,71
13-1-12,58
13-1-13,65
13-1-14,48
13-1-15,34
13-1-16,18
13-1-17,53
13-1-18,73
13-1-19,59
13-1-20,51
13-1-21,63
13-1-22,62
13-1-23,37
13-1-24,50
13-1-25,63
13-1-26,35
13-1-27,69
13-1-28,95
13-1-29,84
13-1-30,86
13-1-31,68
13-1-32,51
13-1-33,46
13-1-34,38
13-1-35,36
13-1-36,33
13-1-37,24
13-1-38,13
14-1-1,97
14-1-2,83
14-1-3,74
14-1-4,51
14-1-5,43
14-1-6,41
14-1-7,26
14-1-8,92
14-1-9,80
14-1-10,50
14-1-11,56
14-1-12,33
14-1-13,43
14-1-14,41
14-1-15,28
14-1-16,20
14-1-17,83
14-1-18,65
14-1-19,81
14-1-20,64
14-1-21,76
14-1-22,56
14-1-23,68
14-1-24,39
14-1-25,66
14-1-26,74
14-1-27,60
14-1-28,88
14-1-29,84
14-1-30,72
14-1-31,57
14-1-32,50
14-1-33,42
14-1-34,34
14-1-35,39
14-1-36,32
14-1-37,37
14-1-38,28
15-2-1,88
15-2-2,79
15-2-3,73
15-2-4,58
15-2-5,75
15-2-6,30
15-2-7,32
15-2-8,90
15-2-9,87
15-2-10,72
15-2-11,55
15-2-12,59
15-2-13,50
15-2-14,36
15-2-15,32
15-2-16,8
15-2-17,46
15-2-18,68
15-2-19,77
15-2-20,61
15-2-21,35
15-2-22,62
15-2-23,43
15-2-24,65
15-2-25,45
15-2-26,43
15-2-27,38
15-2-28,90
15-2-29,89
15-2-30,80
15-2-31,77
15-2-32,74
15-2-33,51
15-2-34,50
15-2-35,28
15-2-36,34
15-2-37,21
15-2-38,14
16-1-1,87
16-1-2,69
16-1-3,60
16-1-4,64
16-1-5,54
16-1-6,50
16-1-7,36
16-1-8,92
16-1-9,76
16-1-10,67
16-1-11,63
16-1-12,52
16-1-13,45
16-1-14,46
16-1-15,27
16-1-16,16
16-1-17,70
16-1-18,78
16-1-19,41
16-1-20,47
16-1-21,55
16-1-22,38
16-1-23,52
16-1-24,67
16-1-25,56
16-1-26,31
16-1-27,52
16-1-28,94
16-1-29,90
16-1-30,66
16-1-31,76
16-1-32,57
16-1-33,54
16-1-34,48
16-1-35,29
16-1-36,36
16-1-37,30
16-1-38,24
17-1-1,83
17-1-2,80
17-1-3,57
17-1-4,59
17-1-5,51
17-1-6,47
17-1-7,21
17-1-8,92
17-1-9,86
17-1-10,82
17-1-11,77
17-1-12,45
17-1-13,55
17-1-14,21
17-1-15,17
17-1-16,9
17-1-17,79
17-1-18,43
17-1-19,58
17-1-20,36
17-1-21,64
17-1-22,53
17-1-23,59
17-1-24,58
17-1-25,70
17-1-26,63
17-1-27,76
17-1-28,94
17-1-29,71
17-1-30,66
17-1-31,60
17-1-32,43
17-1-33,45
17-1-34,45
17-1-35,39
17-1-36,37
17-1-37,38
17-1-38,27
18-1-1,87
18-1-2,86
18-1-3,66
18-1-4,61
18-1-5,52
18-1-6,44
18-1-7,18
18-1-8,91
18-1-9,76
18-1-10,50
18-1-11,51
18-1-12,38
18-1-13,41
18-1-14,38
18-1-15,27
18-1-16,14
18-1-17,83
18-1-18,79
18-1-19,54
18-1-20,55
18-1-21,78
18-1-22,60
18-1-23,75
18-1-24,52
18-1-25,76
18-1-26,29
18-1-27,60
18-1-28,86
18-1-29,78
18-1-30,81
18-1-31,77
18-1-32,66
18-1-33,51
18-1-34,55
18-1-35,42
18-1-36,34
18-1-37,26
18-1-38,24
19-1-1,91
19-1-2,93
19-1-3,93
19-1-4,78
19-1-5,73
19-1-6,67
19-1-7,44
19-1-8,87
19-1-9,70
19-1-10,55
19-1-11,55
19-1-12,43
19-1-13,47
19-1-14,39
19-1-15,34
19-1-16,39
19-1-17,65
19-1-18,87
19-1-19,79
19-1-20,54
19-1-21,64
19-1-22,38
19-1-23,85
19-1-24,42
19-1-25,26
19-1-26,24
19-1-27,23
19-1-28,93
19-1-29,86
19-1-30,66
19-1-31,55
19-1-32,49
19-1-33,55
19-1-34,51
19-1-35,44
19-1-36,44
19-1-37,23
19-1-38,21
20-3-1,89
20-3-2,88
20-3-3,51
20-3-4,48
20-3-5,49
20-3-6,44
20-3-7,30
20-3-8,76
20-3-9,83
20-3-10,77
20-3-11,67
20-3-12,61
20-3-13,54
20-3-14,34
20-3-15,35
20-3-16,14
20-3-17,88
20-3-18,74
20-3-19,79
20-3-20,54
20-3-21,81
20-3-22,26
20-3-23,52
20-3-24,42
20-3-25,76
20-3-26,50
20-3-27,44
20-3-28,92
20-3-29,90
20-3-30,86
20-3-31,83
20-3-32,75
20-3-33,43
20-3-34,39
20-3-35,34
20-3-36,29
20-3-37,26
20-3-38,7
21-3-1,93
21-3-2,78
21-3-3,65
21-3-4,72
21-3-5,65
21-3-6,53
21-3-7,41
21-3-8,92
21-3-9,88
21-3-10,78
21-3-11,46
21-3-12,57
21-3-13,54
21-3-14,40
21-3-15,38
21-3-16,21
21-3-17,43
21-3-18,82
21-3-19,47
21-3-20,39
21-3-21,62
21-3-22,50
21-3-23,39
21-3-24,45
21-3-25,39
21-3-26,16
21-3-27,49
21-3-28,92
21-3-29,85
21-3-30,75
21-3-31,71
21-3-32,37
21-3-33,34
21-3-34,42
21-3-35,26
21-3-36,33
21-3-37,39
21-3-38,29
22-1-1,73
22-1-2,60
22-1-3,66
22-1-4,64
22-1-5,54
22-1-6,57
22-1-7,50
22-1-8,93
22-1-9,B4
22-1-10,92
22-1-11,42
22-1-12,64
22-1-13,37
22-1-14,29
22-1-15,26
22-1-16,22
22-1-17,50
22-1-18,70
22-1-19,73
22-1-20,67
22-1-21,70
22-1-22,44
22-1-23,72
22-1-24,68
22-1-25,45
22-1-26,48
22-1-27,36
22-1-28,87
22-1-29,86
22-1-30,91
22-1-31,69
22-1-32,68
22-1-33,67
22-1-34,40
22-1-35,35
22-1-36,41
22-1-37,28
22-1-38,15
23-1-1,90
23-1-2,75
23-1-3,74
23-1-4,70
23-1-5,56
23-1-6,65
23-1-7,40
23-1-8,89
23-1-9,66
23-1-10,54
23-1-11,48
23-1-12,54
23-1-13,53
23-1-14,45
23-1-15,33
23-1-16,21
23-1-17,74
23-1-18,54
23-1-19,69
23-1-20,64
23-1-21,76
23-1-22,41
23-1-23,42
23-1-24,77
23-1-25,45
23-1-26,63
23-1-27,47
23-1-28,91
23-1-29,81
23-1-30,75
23-1-31,70
23-1-32,67
23-1-33,51
23-1-34,33
23-1-35,27
23-1-36,28
23-1-37,24
23-1-38,16
24-1-1,90
24-1-2,85
24-1-3,63
24-1-4,58
24-1-5,49
24-1-6,45
24-1-7,25
24-1-8,83
24-1-9,82
24-1-10,67
24-1-11,56
24-1-12,52
24-1-13,46
24-1-14,34
24-1-15,33
24-1-16,19
24-1-17,82
24-1-18,67
24-1-19,82
24-1-20,41
24-1-21,78
24-1-22,63
24-1-23,73
24-1-24,29
24-1-25,40
24-1-26,52
24-1-27,50
24-1-28,87
24-1-29,85
24-1-30,77
24-1-31,70
24-1-32,54
24-1-33,58
24-1-34,44
24-1-35,32
24-1-36,43
24-1-37,25
24-1-38,17
25-2-1,89
25-2-2,66
25-2-3,52
25-2-4,58
25-2-5,51
25-2-6,45
25-2-7,10
25-2-8,82
25-2-9,80
25-2-10,61
25-2-11,82
25-2-12,36
25-2-13,35
25-2-14,48
25-2-15,46
25-2-16,23
25-2-17,89
25-2-18,77
25-2-19,21
25-2-20,69
25-2-21,80
25-2-22,62
25-2-23,43
25-2-24,64
25-2-25,59
25-2-26,42
25-2-27,66
25-2-28,86
25-2-29,82
25-2-30,81
25-2-31,51
25-2-32,44
25-2-33,52
25-2-34,49
25-2-35,46
25-2-36,27
25-2-37,28
25-2-38,23
26-2-1,96
26-2-2,88
26-2-3,79
26-2-4,72
26-2-5,82
26-2-6,58
26-2-7,63
26-2-8,70
26-2-9,77
26-2-10,76
26-2-11,67
26-2-12,57
26-2-13,56
26-2-14,38
26-2-15,30
26-2-16,15
26-2-17,60
26-2-18,79
26-2-19,40
26-2-20,47
26-2-21,55
26-2-22,43
26-2-23,61
26-2-24,24
26-2-25,54
26-2-26,24
26-2-27,58
26-2-28,91
26-2-29,78
26-2-30,79
26-2-31,65
26-2-32,60
26-2-33,43
26-2-34,48
26-2-35,38
26-2-36,33
26-2-37,25
26-2-38,17
27-1-1,94
27-1-2,91
27-1-3,77
27-1-4,66
27-1-5,61
27-1-6,53
27-1-7,27
27-1-8,82
27-1-9,83
27-1-10,65
27-1-11,81
27-1-12,53
27-1-13,47
27-1-14,45
27-1-15,33
27-1-16,28
27-1-17,49
27-1-18,47
27-1-19,37
27-1-20,68
27-1-21,60
27-1-22,72
27-1-23,37
27-1-24,58
27-1-25,46
27-1-26,61
27-1-27,39
27-1-28,93
27-1-29,81
27-1-30,79
27-1-31,80
27-1-32,79
27-1-33,33
27-1-34,31
27-1-35,34
27-1-36,22
27-1-37,29
27-1-38,17
1-4-1,84
1-4-2,86
1-4-3,87
1-4-4,80
1-4-5,74
1-4-6,71
1-4-7,68
1-4-8,98
1-4-9,76
1-4-10,70
1-4-11,63
1-4-12,60
1-4-13,48
1-4-14,48
1-4-15,26
1-4-16,35
1-4-17,58
1-4-18,97
1-4-19,89
1-4-20,51
1-4-21,66
1-4-22,33
1-4-23,48
1-4-24,74
1-4-25,70
1-4-26,51
1-4-27,48
1-4-28,89
1-4-29,87
1-4-30,69
1-4-31,58
1-4-32,30
1-4-33,44
1-4-34,25
1-4-35,31
1-4-36,36
1-4-37,25
1-4-38,19
2-4-1,76
2-4-2,70
2-4-3,57
2-4-4,72
2-4-5,63
2-4-6,55
2-4-7,52
2-4-8,89
2-4-9,83
2-4-10,85
2-4-11,76
2-4-12,52
2-4-13,51
2-4-14,38
2-4-15,26
2-4-16,25
2-4-17,34
2-4-18,77
2-4-19,45
2-4-20,36
2-4-21,92
2-4-22,83
2-4-23,79
2-4-24,59
2-4-25,40
2-4-26,75
2-4-27,55
2-4-28,96
2-4-29,82
2-4-30,92
2-4-31,63
2-4-32,34
2-4-33,37
2-4-34,38
2-4-35,37
2-4-36,31
2-4-37,27
2-4-38,26
3-5-1,89
3-5-2,82
3-5-3,56
3-5-4,55
3-5-5,45
3-5-6,42
3-5-7,49
3-5-8,86
3-5-9,91
3-5-10,75
3-5-11,52
3-5-12,44
3-5-13,43
3-5-14,32
3-5-15,28
3-5-16,29
3-5-17,82
3-5-18,67
3-5-19,54
3-5-20,68
3-5-21,55
3-5-22,89
3-5-23,61
3-5-24,70
3-5-25,47
3-5-26,56
3-5-27,43
3-5-28,85
3-5-29,90
3-5-30,81
3-5-31,81
3-5-32,72
3-5-33,37
3-5-34,37
3-5-35,37
3-5-36,27
3-5-37,24
3-5-38,18
4-4-1,89
4-4-2,92
4-4-3,71
4-4-4,60
4-4-5,41
4-4-6,47
4-4-7,38
4-4-8,91
4-4-9,92
4-4-10,87
4-4-11,76
4-4-12,71
4-4-13,52
4-4-14,37
4-4-15,41
4-4-16,19
4-4-17,63
4-4-18,51
4-4-19,36
4-4-20,84
4-4-21,48
4-4-22,42
4-4-23,27
4-4-24,45
4-4-25,60
4-4-26,61
4-4-27,45
4-4-28,84
4-4-29,77
4-4-30,73
4-4-31,74
4-4-32,39
4-4-33,44
4-4-34,46
4-4-35,45
4-4-36,35
4-4-37,20
4-4-38,10
5-4-1,93
5-4-2,75
5-4-3,63
5-4-4,66
5-4-5,65
5-4-6,51
5-4-7,15
5-4-8,85
5-4-9,80
5-4-10,54
5-4-11,51
5-4-12,52
5-4-13,37
5-4-14,30
5-4-15,27
5-4-16,26
5-4-17,83
5-4-18,35
5-4-19,65
5-4-20,57
5-4-21,61
5-4-22,39
5-4-23,66
5-4-24,59
5-4-25,73
5-4-26,50
5-4-27,50
5-4-28,93
5-4-29,92
5-4-30,80
5-4-31,74
5-4-32,57
5-4-33,53
5-4-34,35
5-4-35,42
5-4-36,29
5-4-37,23
5-4-38,21
6-2-1,89
6-2-2,75
6-2-3,67
6-2-4,60
6-2-5,69
6-2-6,50
6-2-7,52
6-2-8,83
6-2-9,89
6-2-10,48
6-2-11,72
6-2-12,50
6-2-13,31
6-2-14,54
6-2-15,31
6-2-16,24
6-2-17,83
6-2-18,57
6-2-19,81
6-2-20,59
6-2-21,72
6-2-22,40
6-2-23,66
6-2-24,50
6-2-25,62
6-2-26,70
6-2-27,16
6-2-28,94
6-2-29,87
6-2-30,83
6-2-31,51
6-2-32,53
6-2-33,45
6-2-34,45
6-2-35,42
6-2-36,34
6-2-37,32
6-2-38,10
7-2-1,87
7-2-2,75
7-2-3,70
7-2-4,59
7-2-5,60
7-2-6,40
7-2-7,21
7-2-8,94
7-2-9,86
7-2-10,51
7-2-11,48
7-2-12,50
7-2-13,45
7-2-14,30
7-2-15,32
7-2-16,15
7-2-17,83
7-2-18,48
7-2-19,51
7-2-20,63
7-2-21,66
7-2-22,23
7-2-23,52
7-2-24,53
7-2-25,58
7-2-26,52
7-2-27,59
7-2-28,90
7-2-29,81
7-2-30,79
7-2-31,78
7-2-32,53
7-2-33,47
7-2-34,33
7-2-35,41
7-2-36,32
7-2-37,31
7-2-38,26
8-5-1,94
8-5-2,93
8-5-3,80
8-5-4,56
8-5-5,78
8-5-6,40
8-5-7,15
8-5-8,93
8-5-9,84
8-5-10,90
8-5-11,61
8-5-12,58
8-5-13,53
8-5-14,38
8-5-15,29
8-5-16,19
8-5-17,86
8-5-18,49
8-5-19,88
8-5-20,54
8-5-21,27
8-5-22,47
8-5-23,71
8-5-24,81
8-5-25,40
8-5-26,58
8-5-27,32
8-5-28,92
8-5-29,93
8-5-30,82
8-5-31,68
8-5-32,64
8-5-33,57
8-5-34,33
8-5-35,40
8-5-36,37
8-5-37,25
8-5-38,29
9-4-1,95
9-4-2,79
9-4-3,79
9-4-4,64
9-4-5,45
9-4-6,58
9-4-7,50
9-4-8,90
9-4-9,88
9-4-10,83
9-4-11,59
9-4-12,54
9-4-13,57
9-4-14,48
9-4-15,36
9-4-16,31
9-4-17,63
9-4-18,61
9-4-19,45
9-4-20,14
9-4-21,61
9-4-22,65
9-4-23,40
9-4-24,49
9-4-25,22
9-4-26,61
9-4-27,47
9-4-28,94
9-4-29,88
9-4-30,76
9-4-31,79
9-4-32,75
9-4-33,51
9-4-34,44
9-4-35,32
9-4-36,26
9-4-37,33
9-4-38,15
10-4-1,93
10-4-2,88
10-4-3,86
10-4-4,95
10-4-5,85
10-4-6,75
10-4-7,51
10-4-8,89
10-4-9,87
10-4-10,74
10-4-11,68
10-4-12,73
10-4-13,45
10-4-14,39
10-4-15,28
10-4-16,21
10-4-17,56
10-4-18,76
10-4-19,82
10-4-20,51
10-4-21,65
10-4-22,35
10-4-23,51
10-4-24,76
10-4-25,50
10-4-26,84
10-4-27,60
10-4-28,91
10-4-29,77
10-4-30,90
10-4-31,53
10-4-32,40
10-4-33,42
10-4-34,42
10-4-35,33
10-4-36,35
10-4-37,33
10-4-38,23
11-6-1,89
11-6-2,75
11-6-3,59
11-6-4,50
11-6-5,57
11-6-6,39
11-6-7,24
11-6-8,81
11-6-9,86
11-6-10,84
11-6-11,57
11-6-12,51
11-6-13,43
11-6-14,30
11-6-15,32
11-6-16,14
11-6-17,54
11-6-18,74
11-6-19,52
11-6-20,57
11-6-21,83
11-6-22,53
11-6-23,54
11-6-24,65
11-6-25,83
11-6-26,45
11-6-27,33
11-6-28,98
11-6-29,81
11-6-30,83
11-6-31,76
11-6-32,64
11-6-33,39
11-6-34,41
11-6-35,31
11-6-36,26
11-6-37,28
11-6-38,21
12-6-1,86
12-6-2,67
12-6-3,71
12-6-4,72
12-6-5,68
12-6-6,64
12-6-7,29
12-6-8,87
12-6-9,64
12-6-10,58
12-6-11,58
12-6-12,51
12-6-13,46
12-6-14,46
12-6-15,39
12-6-16,26
12-6-17,75
12-6-18,34
12-6-19,49
12-6-20,70
12-6-21,69
12-6-22,54
12-6-23,58
12-6-24,56
12-6-25,38
12-6-26,56
12-6-27,41
12-6-28,93
12-6-29,87
12-6-30,84
12-6-31,79
12-6-32,48
12-6-33,46
12-6-34,38
12-6-35,41
12-6-36,34
12-6-37,29
12-6-38,17
13-4-1,91
13-4-2,74
13-4-3,80
13-4-4,61
13-4-5,55
13-4-6,50
13-4-7,41
13-4-8,98
13-4-9,92
13-4-10,84
13-4-11,79
13-4-12,73
13-4-13,37
13-4-14,47
13-4-15,36
13-4-16,29
13-4-17,67
13-4-18,29
13-4-19,79
13-4-20,65
13-4-21,76
13-4-22,59
13-4-23,55
13-4-24,64
13-4-25,23
13-4-26,40
13-4-27,29
13-4-28,91
13-4-29,88
13-4-30,83
13-4-31,80
13-4-32,53
13-4-33,63
13-4-34,44
13-4-35,34
13-4-36,25
13-4-37,28
13-4-38,25
14-6-1,88
14-6-2,84
14-6-3,76
14-6-4,95
14-6-5,58
14-6-6,67
14-6-7,9
14-6-8,92
14-6-9,89
14-6-10,83
14-6-11,62
14-6-12,55
14-6-13,48
14-6-14,43
14-6-15,34
14-6-16,21
14-6-17,68
14-6-18,77
14-6-19,39
14-6-20,53
14-6-21,67
14-6-22,31
14-6-23,37
14-6-24,44
14-6-25,59
14-6-26,44
14-6-27,70
14-6-28,86
14-6-29,80
14-6-30,85
14-6-31,66
14-6-32,49
14-6-33,54
14-6-34,42
14-6-35,46
14-6-36,39
14-6-37,37
14-6-38,26
15-4-1,85
15-4-2,85
15-4-3,75
15-4-4,49
15-4-5,54
15-4-6,49
15-4-7,47
15-4-8,90
15-4-9,73
15-4-10,70
15-4-11,67
15-4-12,62
15-4-13,42
15-4-14,47
15-4-15,39
15-4-16,25
15-4-17,51
15-4-18,47
15-4-19,33
15-4-20,63
15-4-21,92
15-4-22,21
15-4-23,57
15-4-24,50
15-4-25,38
15-4-26,68
15-4-27,38
15-4-28,91
15-4-29,84
15-4-30,81
15-4-31,79
15-4-32,62
15-4-33,61
15-4-34,33
15-4-35,31
15-4-36,25
15-4-37,29
15-4-38,20
16-4-1,85
16-4-2,74
16-4-3,64
16-4-4,54
16-4-5,64
16-4-6,61
16-4-7,34
16-4-8,94
16-4-9,75
16-4-10,77
16-4-11,57
16-4-12,62
16-4-13,54
16-4-14,40
16-4-15,45
16-4-16,26
16-4-17,89
16-4-18,88
16-4-19,70
16-4-20,28
16-4-21,54
16-4-22,42
16-4-23,22
16-4-24,53
16-4-25,51
16-4-26,54
16-4-27,47
16-4-28,90
16-4-29,82
16-4-30,81
16-4-31,75
16-4-32,56
16-4-33,51
16-4-34,39
16-4-35,44
16-4-36,35
16-4-37,24
16-4-38,18
17-2-1,91
17-2-2,56
17-2-3,66
17-2-4,72
17-2-5,63
17-2-6,46
17-2-7,48
17-2-8,88
17-2-9,89
17-2-10,88
17-2-11,68
17-2-12,55
17-2-13,39
17-2-14,37
17-2-15,22
17-2-16,27
17-2-17,44
17-2-18,51
17-2-19,25
17-2-20,38
17-2-21,64
17-2-22,69
17-2-23,72
17-2-24,40
17-2-25,42
17-2-26,49
17-2-27,58
17-2-28,91
17-2-29,86
17-2-30,83
17-2-31,73
17-2-32,73
17-2-33,46
17-2-34,50
17-2-35,25
17-2-36,31
17-2-37,25
17-2-38,20
18-4-1,88
18-4-2,80
18-4-3,79
18-4-4,69
18-4-5,69
18-4-6,51
18-4-7,41
18-4-8,94
18-4-9,87
18-4-10,81
18-4-11,70
18-4-12,59
18-4-13,42
18-4-14,37
18-4-15,22
18-4-16,30
18-4-17,66
18-4-18,50
18-4-19,54
18-4-20,71
18-4-21,40
18-4-22,38
18-4-23,42
18-4-24,70
18-4-25,84
18-4-26,51
18-4-27,19
18-4-28,86
18-4-29,84
18-4-30,80
18-4-31,71
18-4-32,67
18-4-33,44
18-4-34,39
18-4-35,38
18-4-36,29
18-4-37,28
18-4-38,20
19-4-1,90
19-4-2,93
19-4-3,93
19-4-4,86
19-4-5,60
19-4-6,72
19-4-7,61
19-4-8,95
19-4-9,75
19-4-10,62
19-4-11,45
19-4-12,61
19-4-13,51
19-4-14,51
19-4-15,38
19-4-16,26
19-4-17,75
19-4-18,85
19-4-19,36
19-4-20,42
19-4-21,76
19-4-22,60
19-4-23,53
19-4-24,70
19-4-25,73
19-4-26,29
19-4-27,28
19-4-28,92
19-4-29,80
19-4-30,65
19-4-31,54
19-4-32,46
19-4-33,44
19-4-34,54
19-4-35,36
19-4-36,37
19-4-37,28
19-4-38,15
20-6-1,85
20-6-2,84
